Agency Name,DSGN_CODE,DBA,Cert_No,Address Line 1,Address Line 2,Address Line 3,City,State/Province,Country ,Postal Code,Agency Phone Number,Agency Email,Accountable Manager,Accountable Manager Phone Number,Accountable Manager Email,Liaison,Liaison Phone Number,Liaison Email,Rating - Accessory,Rating - Airframe,Rating - Instrument,Rating - Limited,Rating - Powerplant,Rating - Propeller,Rating - Radio,Bilateral Agreements,Update_Date,
,QX3R,,QX3R805L,6734 VALJEAN AVENUE,,,VAN NUYS,CA,UNITED STATES,91406,8184350900,,"ROBERTS, GIANNI",8183067302,nadler.raphael@zodiac.com_____________,SERGIO AGUILAR,8184350924,sergio.aguilar@safrangroup.com,Limited,Limited,Limited,Equipment,,,,"EASA, United Kingdom",3/9/2026,
,WUWR,,WUWR327L,"4900 ST JOE BLVD, BLDG 200, STE 300",,,COLLEGE PARK,GA,UNITED STATES,30337,6782288288,derek.elder@safrangroup.com,"AUSTIN, PETER",6784279004,brian.bilskie@safrangroup.com,"AUSTIN, PETER",6782288288,peter.austin@safrangroup.com,Limited,Limited,,Equipment,,,,"EASA, United Kingdom",3/9/2026,derek.elder@safrangroup.com
SAFRAN AEROSYSTEMS SERVICES ASIA PTE LTD,36AY,,36AY986Y,36 LOYANG DRIVE,,,SINGAPORE,,SINGAPORE,508949,+6565792493,damien.erceau@safrangroup.com,"AMOUROUX, SOLANGE",65-65792287,solange.amouroux@safrangroup.com,,,,Limited,,,Equipment,,,,,3/9/2026,damien.erceau@safrangroup.com
SAFRAN AEROSYSTEMS SERVICES MIDDLE EAST DWC LLC,3INY,,3INY141B,DUBAI AVIATION CITY LOGISTIC,DUBAI SOUTH FREE ZONE PLOT NO: DLC-,,DUBAI,,UNITED ARAB EMIRATES,.,,,"HABBAB, ABDEL WAHAB",,,"SEBASTIEN, LUNET",,sebastien.lunet@safrangroup.com,Limited,,,Equipment,,,,,3/9/2026,
SAFRAN AEROSYSTEMS SERVICES UK LTD,Z5KY,,Z5KY074B,UNIT 610 AVENUE WEST,SKYLINE 120,,BRAINTREE,ENG,UNITED KINGDOM,CM77 7AA,,,"DELOZE, PHILIPPE",,,"PALMER, STUART",,stuart.palmer@safrangroup.com,Limited,,,Equipment,,,,,3/9/2026,
SAFRAN AIRCRAFT ENGINE SERVICES AMERICAS SA DE CV,3SMY,"DBA SAFRAN AIRACRAFT ENGINE
   ENGINE SERVICES AMERICAS",3SMY129B,"CARRETERA ESTATAL 200, QUERETARO-TE",DEL PARQUE AEROESPACIAL QUERÉTARO,,COLON,QE,MEXICO,76278,,,"BUHOT-LAUNAY, PIERRE",,,"VILADOMS, JORGE",4422965606,jorge.viladoms@safrangroup.com,Limited,Limited,,"NonDestructiveTst, SpecializedService",Limited,,,,3/9/2026,
SAFRAN AIRCRAFT ENGINE SERVICES BRUSSELS,E7NY,,E7NY532Y,BRUSSELS NATIONAL AIRPORT,BUILDING 24B / 101,,ZAVENTEM,,BELGIUM,B1930,,,"MULE, ALEXANDRE",33 673 85 4625,alexandre.mule@safrangroup.com,,,,Limited,,,NonDestructiveTst,Limited,,,,3/9/2026,
SAFRAN AIRCRAFT ENGINE SERVICES MOROCCO,R8EY,,R8EY562Y,AEROPORT INTERNATIONAL MOHAMMED V,"ZONE INDUSTRIELLE ROYAL AIR MAROC,",,NOUASSER,,MOROCCO,CP27000,00212522536900,,"BOUAOUDA, ZAHIRA",,,"CHEGDAL, MOHAMED",,mohamed.chgdal@safrangroup.com,Limited,Limited,,,Limited,,,,3/9/2026,
SAFRAN AIRCRAFT ENGINES,NM1Y,,NM1Y353K,2 BOULEVARD DU GENERAL MARTIAL VALI,,,PARIS,,FRANCE,75015,,,"ALARY, JEAN-PAUL",,,"DELANGUE, NATHALIE",,nathalie.delangue@safrangroup.com,Limited,,,NonDestructiveTst,Limited,,,,3/9/2026,
SAFRAN CABIN FRANCE,5F9Y,,5F9Y769D,12 AVENUE JEAN MERMOZ,,,COLOMIERS,,FRANCE,31770,+33 561159815,arnaud.daina@safrangroup.com,"GILLET, MARC",,,"DUFOUR, AUDREY",,audrey.dufour2@safrangroup.com,Limited,Limited,,,,,Limited,,3/9/2026,arnaud.daina@safrangroup.com
SAFRAN CABIN GERMANY GMBH,PGGY,,PGGY899D,DR. SIEGFRIED-STRASSE,,,HERBORN,,GERMANY,35745,,,"BRUENGER, HELGE",,,MARCEL MUELLER,,marcel.mueller@safrangroup.com,Limited,,,,,,,,3/9/2026,
SAFRAN CABIN INC,C02R,,C02R361X,7330 LINCOLN WAY,,,GARDEN GROVE,CA,UNITED STATES,92841,7143164330,,"LEVINE, MIKE",,,"CLINE, CHARLES",6572275686,charles.cline@safrangroup.com,,Limited,,,,,,"EASA, United Kingdom",3/9/2026,
SAFRAN ELECTRICAL & POWER,E63Y,,E63Y863N,ETABLISSEMENT DE CHAURAY,272 RUE DU CHATEAU MUSSET,,CHAURAY,,FRANCE,79180,330534282865,stephane.cueille@safrangroup.com,"CUEILLE, STEPHANE",,,"LEMASSON, ERIC",,eric.lemasson@safrangroup.com,Limited,,Limited,Landing Gear,,,,,3/9/2026,stephane.cueille@safrangroup.com
SAFRAN ELECTRICAL & POWER CHATOU SAS,Y6TY,,Y6TY142X,3 RUE EMILE ZOLA,,,MERU,,FRANCE,60110,+33(0)134807300,alain-jory.barthe@fr.thalesgroup.com,"SURTI, NAYAN",,,CIESLAK CHRISTOPHE,,christophe.cieslak@safrangroup.com,Limited,Limited,,Landing Gear,,,,,3/9/2026,alain-jory.barthe@fr.thalesgroup.com
SAFRAN ELECTRICAL & POWER SINGAPORE PTE. LTD.,EPGY,,EPGY692E,7 SELETAR AEROSPACE LANE,,,SINGAPORE,,SINGAPORE,797438,,,"DUPLEICH, SEBASTIEN JEAN",,sebastien.dupleich@safrangroup.com,,,,Limited,,,,Class 3,,,,3/9/2026,
SAFRAN ELECTRICAL & POWER UK LTD.,L3LY,,L3LY498J,PITSTONE GREEN BUSINESS PARK,WESTFIELD ROAD,,PITSTONE,ENG,UNITED KINGDOM,LU7 9GT,011441296663116,,"MARTIN, PHILIPPE",01296-663000,,HEIDE HOWARD,,heidi.howard@safrangrop.com,Limited,,,SpecializedService,,,,,3/9/2026,
SAFRAN ELECTRICAL COMPONENTS,55EY,,55EY761D,"20, AVENUE GEORGES POMPIDOU",ZONE INDUSTRIELLE DE VAUZELLES,,LOCHES,,FRANCE,37600,330247914800,bruno.pasini@safrangroup.com,"PASINI, BRUNO",,,"FROC, PASCAL",,pascal.froc@safrangroup.com,,,,Landing Gear,,,,,3/9/2026,bruno.pasini@safrangroup.com
SAFRAN ELECTRONICS & DEFENSE AVIONICS MEXICO SA DE,53XY,"DBA SAFRAN ELECTRONICS &
   & DEFENSE AVIONICS USA,
   LC",53XY765D,AVE SIERRA SAN AUGUSTIN NO. 2498,COL. EL PORVENIR,,MEXICALI,BC,MEXICO,21185,,,"SOCORRO, LUCIANO GOMEZ",,,LUIS RAMOS,,luis.ramos@safrangroup.com,Limited,,,Landing Gear,,,,,3/9/2026,
SAFRAN ELECTRONICS & DEFENSE GERMANY GMBH,S71Y,,S71Y596Y,GOTTLIEB-DAIMLER STR. 60,,,MURR,,GERMANY,71711,,,"SCHILLER, MARZELL",,,"GRUBE, CHRISTIAN",,christian.grube@sagem-navigation.de,Limited,,Limited,,,,Limited,,3/9/2026,
SAFRAN ELECTRONICS & DEFENSE SERVICES ASIA PTE LTD,L28Y,,L28Y128O,"26, CHANGI NORTH RISE",,,SINGAPORE,,SINGAPORE,498756,,,"PERE, MATHIEU",,,"THAM, VINCENT",,vincent.tham@safrangroup.com,Limited,,Limited,,,,Limited,,3/9/2026,
"SAFRAN ELECTRONICS & DEFENSE, AVIONICS USA, LLC",SVUR,DBA SAFRAN EDA USA,SVUR684K,2802 SAFRAN DRIVE,,,GRAND PRAIRIE,TX,UNITED STATES,75052,9723143600,,"MILTON, MARK",,,,,,Limited,,Limited,,,,,"EASA, United Kingdom",3/9/2026,
SAFRAN ELECTRONICS AND DEFENSE,U78Y,,U78Y370Y,2 BOULEVARD DU GENERAL MARTIAL VALI,,,PARIS,,FRANCE,75015,,,"SAUDO, FRANCK",,,"DOS SANTOS, FREDERIC",,frederic.dos-santos@safrangroup.com,Limited,Limited,Limited,Landing Gear,,Limited,Limited,,3/9/2026,
SAFRAN ELECTRONICS AND DEFENSE BEACONS SAS,2ORY,,2ORY046D,ZI DES CINQ CHEMINS,,,GUIDEL,,FRANCE,56520,,,"RAME, JEROME",,,IVAN MARQUER,,ivan.marquer@beacons.safrangroup.com,Limited,,,,,,,,3/9/2026,
SAFRAN HELICOPTER ENGINES,TU7Y,,TU7Y467J,AVENUE DU 1ER MAI,,,TARNOS,,FRANCE,40220,330559744000,sebastien.jaulerry@safrangroup.com,"ALBERT, MATHIEU",,mathieu.albert@safrangroup.com,,,,Limited,,,NonDestructiveTst,Limited,,,,3/9/2026,sebastien.jaulerry@safrangroup.com
SAFRAN HELICOPTER ENGINES INDUSTRIA E COMERCIO DO,TZ6Y,"DBA SAFRAN HELICOPTER ENGINES
   ENGINES BRASIL",TZ6Y565Y,RUA CAPITAO GUYNEMER 1626,XEREM - DUQUE DE CAXIAS,,RIO DE JANEIRO,RJ,BRAZIL,CEP 25250,,,"TOMAS, JEAN MICHEL",+5521997948047,jean-michel.tomas@safrangroup.com,"VASQUEZ POOL, ANDREA COSTA",,andrea.vasquez@safrangroup.com,Limited,,,,Limited,,,,3/9/2026,
SAFRAN HELICOPTER ENGINES USA INC,WC1R,,WC1R579K,2709 N. FORUM DRIVE,,,GRAND PRAIRIE,TX,UNITED STATES,75052,,,"DERRIEN, THIERRY",9726067607,thierry.derrien@turbomeca.com,"BINEK, DARWIN",9726067644,darwin.binek@safrangroup.com,Limited,,,,Limited,,,"EASA, United Kingdom",3/9/2026,
SAFRAN LANDING SYSTEM SERVICES DINARD,HY9Y,,HY9Y679J,AEROPORT DE DINARD PLEURTUIT SAINT-,,,SAINT LUNAIRE,,FRANCE,35800,,,"RIBAS, FRANCK",,,FRÉDÉRIC SAGRERA,,frederic.sagrera@safrangroup.fr,Limited,Limited,,"Landing Gear, NonDestructiveTst",,,,,3/9/2026,
SAFRAN LANDING SYSTEMS,M3BY,,M3BY435J,1-9 RUE ANTOINE DE ST-EXUPERY,,,MOLSHEIM,,FRANCE,67129,33(0)130674500,,"BASTIN, FRANCOIS",,,"TERRAL, SOLENNE",,solenne.terral@safrangroup.com,Limited,,,"Landing Gear, NonDestructiveTst",,,Limited,,3/9/2026,
"SAFRAN LANDING SYSTEMS KENTUCKY, LLC",ZA8R,,ZA8R544Y,ONE CARBON WAY,BUILDING 5,,WALTON,KY,UNITED STATES,41094,8598173193,ken.kinn@safrangroup.com,"GARNIER, PHILIPPE",,,"KINN, KEN",8598173193,ken.kinn@safrangroup.com,Limited,,,,,,,,3/9/2026,ken.kinn@safrangroup.com
SAFRAN LANDING SYSTEMS KENTUCY LLC,M7ZR,,M7ZR186O,1890 3RD STREET,BROOKLEY FIELD AEROPLEX,,MOBILE,AL,UNITED STATES,36615,4253147028,richard.miller@safrangroup.com,"MILLER, RICHARD E.",,,"MILLER, RICHARD E.",7034508467,richard.miller@safrangroup.com,,,,Landing Gear,,,,,3/9/2026,richard.miller@safrangroup.com
"SAFRAN LANDING SYSTEMS SERVICES AMERICAS, S.A. DE",MXVY,,MXVY496Y,AV. LA NORIA NO 131,"PARQUE INDUSTRIAL QUERETARO, SANTA",,QUERETARO,QE,MEXICO,76220,+52-442-1925-800,juan.paez@safrangroup.com,"PAEZ, JUAN CARLOS",,,"PAEZ, JUAN CARLOS",,juan.paez@safrangroup.com,Limited,,,"Landing Gear, NonDestructiveTst",,,,,3/9/2026,juan.paez@safrangroup.com
SAFRAN LANDING SYSTEMS SERVICES SINGAPORE PTE. LTD,FU4Y,,FU4Y193M,21 LOYANG CRESCENT,,,SINGAPORE,,SINGAPORE,508985,6565459455,compliance.sgr.sls@safrangroup.com,"GRABY, BENOIT",+6565459455,benoit.graby@safrangroup.com,,,,Limited,Limited,,"Landing Gear, NonDestructiveTst",,,,,3/9/2026,compliance.sgr.sls@safrangroup.com
SAFRAN LANDING SYSTEMS SERVICES UK LIMITED,DQDY,,DQDY021K,CHELTENHAM ROAD EAST,,,GLOUCESTER,ENG,UNITED KINGDOM,GL2 9QL,,,"KINDER, ARREN",,,SIMON PROBYN,145271657,simon.probyn@safrangroup.com,Limited,Limited,,"Landing Gear, NonDestructiveTst",,,,,3/9/2026,
SAFRAN LANDING SYSTEMS WHEEL & BRAKE SERVICES LLC,9DXR,"DBA SAFRAN LANDING SYSTEMS
   SYSTEMS WHEEL & BRAKE
   S, LLC",9DXR997C,6461 WEST POST RD,,,LAS VEGAS,NV,UNITED STATES,89118,,,"SUTTON, CHRISTOPHER NOLAN",6106143137,chris.sutton@wbs.safrangroup.com,"SUTTON, CHRISTOPHER",6106143137,chris.sutton@wbs.safrangroup.com,Limited,,,NonDestructiveTst,,,,EASA,3/9/2026,
,TXDR,,TXDR069E,2515 NORTH BELTLINE ROAD SUITE 100,,,GRAND PRAIRIE,TX,UNITED STATES,75050,,,"SUTTON, CHRIS",,,WATANE PIPKINS,9724004841 EXT. 5101,watane.pipkins@wbs.safrangroup.com,Limited,,,NonDestructiveTst,,,,EASA,3/9/2026,
"SAFRAN LANDING SYSTEMS WHEEL & BRAKE SERVICES, LLC",6MWR,,6MWR533C,240 EMERY STREET,SUITE 110,,BETHLEHEM,PA,UNITED STATES,18015,6107595826,,"SUTTON, CHRIS",,,"SUTTON,  CHRISTOPHER",6106143122,chris.sutton@wbs.safrangroup.com,Limited,,,NonDestructiveTst,,,,EASA,3/9/2026,
,T9NR,,T9NR083O,10255 NW 116TH WAY,SUITE 7,,MIAMI,FL,UNITED STATES,33178,,,"SUTTON, CHRISTOPHER",3056424700,christopher.su@wbs.s,"SUTTON, CHRISTOPHER",3056244700,christopher.sutton@wbs.safrangroup.com,Limited,,,NonDestructiveTst,,,,EASA,3/9/2026,
,TL9R,,TL9R551N,8500 WEST BRADLEY ROAD,,,MILWAUKEE,WI,UNITED STATES,53224,4148750900,,"SUTTON, CHRIS",,,FRANCO WILLIS,4148750900,franco.willis@wbs.safrangroup.com,Limited,,,NonDestructiveTst,,,,EASA,3/9/2026,
SAFRAN NACELLES,HFPY,,HFPY615X,ZONE INDUSTRIELLE DE SAINT ULFRANT,,,PONT AUDEMER,,FRANCE,27500,33232204000,alexandre.mule@safrangroup.com,"DUVAL, JEAN-CHRISTOPHE",,,,,,Limited,Limited,,,Limited,,,,3/9/2026,alexandre.mule@safrangroup.com
"SAFRAN NACELLES SERVICES (SUZHOU) CO., LTD",SNZY,,SNZY419E,"N º70, QIMING ROAD, DISTRICT B,","EXPORT & PROCESSING ZONE, SUZHOU SI",,SUZHOU,,CHINA,215126,,,"SMITH, TROY",+8651262602872,troy.smith@safrangroup.cn,LIN GUOYONG (LAWRENCE),865126260 EXT. 6722,lawrence.lin@safrangroup.cn,Limited,Limited,,,,,,,3/9/2026,
SAFRAN NACELLES SERVICES AMERICAS LLC,2QAR,,2QAR348C,845 AIRTECH PARKWAY,SUITE 172,,PLAINFIELD,IN,UNITED STATES,46168,,,"PAIK, YOUNG S.",,,"BIANSKI, DRAKE",3178139376,drake.bianski@safrangroup.com,,Limited,,,Limited,,,EASA,3/9/2026,
"SAFRAN OIL SYSTEMS, LLC",Z5UR,,Z5UR680B,12251 TOWNE LAKE DRIVE,,,FORT MYERS,FL,UNITED STATES,33913,2392043129,brett.johnson@aci-safran.com,"JOHNSON, BRETT",,,"GEIGER, JOSHUA",2392043129 EXT. 105,joshua.geiger@aci-safran.com,Limited,,,,,,,EASA,3/9/2026,brett.johnson@aci-safran.com
SAFRAN POWER UNITS,SPTY,,SPTY098E,CHEMIN DU PONT DE RUPE,,,TOULOUSE,,FRANCE,31200,33561375500,bruno.feseuille@safrangroup.com,"DOUKHAN, GHISLAINE",,,"BEGON, ANNE-LISE",,anne-lise.begon@safrangroup.com,Limited,,,,,,,,3/9/2026,bruno.feseuille@safrangroup.com
SAFRAN POWER UNITS SAN DIEGO LLC,SPSR,,SPSR998D,"4255 RUFFIN ROAD, SUITE 100",,,SAN DIEGO,CA,UNITED STATES,92123,8582232210,nathan.webb@safrangroup.com,"POGU, JEAN-MARIE",8582232211,,NATHAN WEBB,8582232229,nathan.webb@safrangroup.com,Limited,,,,,,,"EASA, United Kingdom",3/9/2026,nathan.webb@safrangroup.com
SAFRAN POWER USA LLC,7SQR,,7SQR230C,8380 DARROW RD,,,TWINSBURG,OH,UNITED STATES,44087,3304871959,michael.lowe@safrangroup.com,"HAURY, JOSHUA",3304871959,joshua.haury@safrangroup.com,"HAURY, JOSHUA",3304872000,joshua.haury@safrangroup.com,Limited,,,,,,,"EASA, United Kingdom",3/9/2026,michael.lowe@safrangroup.com
"SAFRAN POWER USA, LLC.",FK1R,,FK1R142K,2250 WHITFIELD AVENUE,,,SARASOTA,FL,UNITED STATES,34243,9417517123,technicalsupport.srq@safrangroup.com,"MENHART, RANDALL",9417517123,randall.menhart@safrangroup.com,"ROLON, ANGEL",9417397208,randall.menhart@safrangroup.com,"Class 1, Class 2, Class 3",,,,,,,"EASA, United Kingdom",3/9/2026,technicalsupport.srq@safrangroup.com
SAFRAN SEATS,Z6OY,,Z6OY124B,VILLAGE ENTREPRISES 1 – BÂT 2,RUE ROBERT MARECHAL SENIOR - ZI LA,,ISSOUDUN,,FRANCE,F-36100,,,"GAULON, MATTHIEU",,,"BOILEAU, ELISABETH",,elisabeth.boileau@safrangroup.com,Limited,,,,,,,,3/9/2026,
SAFRAN SEATS USA LLC,SSUR,,SSUR097E,2000 WEBER DRIVE,,,GAINESVILLE,TX,UNITED STATES,76240,9403727193,amber.buckaloo@safrangroup.com,"BUCKALOO, AMBER",,amber.buckaloo@safrangroup.com,PATRICK HATLEY,,patrick.hatley@safrangroup.com,,Limited,,,,,,EASA,3/9/2026,amber.buckaloo@safrangroup.com
SAFRAN TRANSMISSION SYSTEMS,H31Y,,H31Y132O,18 BOULEVARD LOUIS SEGUIN,,,COLOMBES,,FRANCE,92700,01133141305319,eric.valentin@safrangroup.com,"VALENTIN, ERIC",,,"PIPLARD, OLIVER",,olivier.piplard@safrangroup.com,Limited,,,,,,,,3/9/2026,eric.valentin@safrangroup.com
SAFRAN TRANSMISSION SYSTEMS POLAND SP. Z O.O.,SZWY,,SZWY432E,UL. PARTYZANTOW 29,,,SEDZISZOW,,POLAND,39-120,,,"SAWICKI, JAN",,,IWONA CHAMERA,4817222210,iwona.chamera@safrangroup.com,Limited,,,,,,,EASA,3/9/2026,
SAFRAN VENTILATION SYSTEMS,O53Y,,O53Y121X,10 PLACE MARCEL DASSAULT,ZAC DU GRAND NOBLE,,BLAGNAC,,FRANCE,31700,330561309200,philippe.martin@safrangroup.com,"JAULERRY, SEBASTIEN",,,MANEL-DELALEUX JEAN,,jean.manel-delaleux@safrangroup.com,Limited,Limited,,Landing Gear,,,,,3/9/2026,philippe.martin@safrangroup.com
"SAFRAN VENTILATION SYSTEMS USA, LLC",L9DR,,L9DR090Y,7501 HARDESON ROAD,,,EVERETT,WA,UNITED STATES,98203,4254381378,,"SANTANIELLO, BRUNO",,,"WILLIAMS, BRIAN",4255830823,brian.williams@safrangroup.com,Limited,,,,,,,"EASA, United Kingdom",3/9/2026,
SAFT AMERICA INC,NV4R,,NV4R596X,711 GIL HARBIN INDUSTRIAL BLVD.,,,VALDOSTA,GA,UNITED STATES,31601,,,"OKOJIE, GIBSON",,,GIBSON OKOJIE,2292452910,gibson.okojie@saft.com,Limited,,,,,,,,3/9/2026,
SAHAR GROUP LLC,672R,,672R079D,15600 NW 15TH AVENUE,SUITE E,,MIAMI GARDENS,FL,UNITED STATES,33169,,ryan@fieldtechasia.com,"TAMARA, SAILY J",7862462493,dummy@dummy.org,"SAHILY, TAMARA",7862462493,sahily.tamara@saharearo.com,,Limited,,"Rotor Blades, SpecializedService",Limited,,,EASA,3/9/2026,ryan@fieldtechasia.com
SAI FLIGHT SERVICES INC,S41R,,S41R672E,2106 GSP DRIVE,,,GREER,SC,UNITED STATES,29651,8647477692,,"COTHRAN, GLENN",,,GLENN COTHRAN,8649823899,glenn@saiflight.com,,Limited,Limited,NonDestructiveTst,Limited,,Limited,,3/9/2026,
"SAI FLIGHT SUPPORT, LLC.",54SR,DBA HANGAR SIX,54SR161D,1 AVIATION LANE,HANGAR 6,,GREENVILLE,SC,UNITED STATES,29607,8643049112,huntergofly@hotmail.com,"TOLAR, DON D",,,,,,,Limited,Limited,NonDestructiveTst,Limited,,Limited,,3/9/2026,huntergofly@hotmail.com
SAINT LOUIS UNIVERSITY,NI1R,,NI1R349K,ST. LOUIS DOWNTOWN AIRPORT,4300 VECTOR DRIVE,,CAHOKIA HEIGHTS,IL,UNITED STATES,62206,3149779549,stephen.belt@slu.edu,"STEPHENS, THEODORE",,theodore.stephens@slu.edu,"THEODORE ""TED"" STEPHENS",3149779549,theodore.stephens@slu.edu,,"Class 1, Class 3",,,Class 1,,,,3/9/2026,stephen.belt@slu.edu
SAINT-GOBAIN PERFORMANCE PLASTICS CORPORATION,OA1R,,OA1R367K,335 N. DIAMOND ST.,,,RAVENNA,OH,UNITED STATES,44266,3302973096,,"SANDS, BRANDON",3302973096,,"CHINN,  MARK",3302973096,mark.a.chinn@saint-gobain.com,,Limited,,,,,,EASA,3/9/2026,
SAINT-GOBAIN SULLY,S8UY,,S8UY168N,"16, ROUTE D' ISDES",,,SULLY SUR LOIRE,,FRANCE,45600,,,"VERMONT, JEAN-ERIC",,,YVES DOUCET,,yves.doucet@saint-gobain.com,,Limited,,,,,,,3/9/2026,
SAL AEROSPACE TECHNOLOGIES INC,54TR,,54TR218D,11990 SW 128TH STREET,,,MIAMI,FL,UNITED STATES,33186,3057910593,msaomon@salaerospace.com,"SALOMON, MICHAEL",7864736760,msalomon@salaerospace.com,MICHAEL SALOMON,3057910593,msalomon@salaerospace.com,"Class 1, Class 2, Class 3, Limited","Class 1, Class 2, Class 3, Class 4",,SpecializedService,Limited,,,"EASA, United Kingdom",3/9/2026,msaomon@salaerospace.com
"SALAIKA AVIATION, LLC",GWHR,,GWHR519E,1111 OLD RANCH ROAD,,,DANBURY,TX,UNITED STATES,77534,,,"SALAIKA, TIMOTHY A.",9799228162,,"SALAIKA, TIMOTHY A",9799228162,salaikaaviation@sbcglobal.net,,Limited,,,Limited,,,,3/9/2026,
SALUS AVIATION AW LIMITED,8NZY,,8NZY721C,487 AIRFIELD ROAD,,,ARDMORE,,NEW ZEALAND,2244,+6495903711,,"EDMONDS, GREG",,,"BRADBURY, ALAN",,alan.bradbury@salusaviation.com,Limited,Limited,Limited,NonDestructiveTst,Limited,,Limited,,3/9/2026,
SAM AERO AB,SABY,,SABY435E,ARLANDA AIRPORT GATE 65 GROUND FLOO,TERMINAL 2,,STOCKHOLM-ARLANDA,,SWEDEN,SE-190 60,,,"MONSBAKKEN, OLE-PETTER",,,"UNNERUD, DANIEL",,daniel.unnerud@sam.aero,,Limited,,,,,,,3/9/2026,
SAM GMBH,5W3Y,,5W3Y902C,"SITECPARK 1,",,,BAD TOELZ,,GERMANY,83646,,,"HARMS, HARRO",,,"SCHEEL, SIMON",4980417977,simon.scheel@sam-ger.com,Limited,Limited,,Landing Gear,,,,,3/9/2026,
SAMCO AIRCRAFT MAINTENANCE B.V.,91MY,,91MY910C,HORSTERWEG 19,MAASTRICHT AIRPORT,,BEEK,,NETHERLANDS,6199AC,+31 43-358-7900,schaik.c.v@samco.aero,"VAN SCHAIK, CONSTANTIJN FRANK ALEXANDER",,,,,,Limited,Limited,,"Equipment, Landing Gear, NonDestructiveTst",Limited,Limited,Limited,,3/9/2026,schaik.c.v@samco.aero
SAMS ELECTRONIC TECHNOLOGIES INC,MZSR,,MZSR924K,1040 COLORADO AVENUE,,,CHULA VISTA,CA,UNITED STATES,91911,6194263401,mike.hargis@samselctronictechnologies.com,"GONZALEZ, RICARDO",,,"HARGIS, MIKE",6194263401,mike.hargis@samstechnologies.com,Limited,,,,,,,EASA,3/9/2026,mike.hargis@samselctronictechnologies.com
SAN ANTONIO AVIATION INC,Z8SR,DBA SAN ANTONIO AVIONICS,Z8SR724Y,8337 MISSION ROAD,HANGER 3,,SAN ANTONIO,TX,UNITED STATES,78214,2109221230,,"BEAN, JOHN RANDOLPH",,,"BEAN, JOHN R. AKA, RANDY",2109221230,sanantonioavionics@gmail.com,,,Limited,,,,Limited,,3/9/2026,
SAN ANTONIO PROPELLER SERVICE INC,DM2R,,DM2R773K,234 W. TURBO,,,SAN ANTONIO,TX,UNITED STATES,78216,,,"VAUTER, JIM",,,"GENTRY, MATTHEW",2103424452,sa-propeller@sbcglobal.net,,,,NonDestructiveTst,,Limited,,,3/9/2026,
SAN LUIS AVIONICS INC,ZS5R,DBA SAN LUIS AVIONICS,ZS5R220O,"4339 SANTA FE ROAD, #48",,,SAN LUIS OBISPO,CA,UNITED STATES,93401,,,"DOMINGUEZ, DONALD W.",,,"DOMINGUEZ, DONALD W.",8057830430,sanluisav@sbcglobal.net,,Limited,Limited,,,,"Class 1, Class 2, Limited",,3/9/2026,
"SAN TAN AVIATION, L.L.C",T32R,,T32R132Y,224 EAST CHILTON DRIVE,SUITE #3,,CHANDLER,AZ,UNITED STATES,85225,,,"SPURLOCK, MYRON",,,"SPURLOCK, MYRON",4806351088,myron.spurlock@santanavi.com,Limited,Limited,,Equipment,,,Limited,EASA,3/9/2026,
SAND SEA AND AIR INTERIORS INC,Q8IR,,Q8IR344Y,716 CALLE BOLIVAR,1ST FLOOR,,SAN JUAN,PR,UNITED STATES,00909,7877244231,,"MADDEN, THERESA E",,,"THERESA, E. MADDEN",,info@sandseaair.com,,Limited,,,,,,,3/9/2026,
SANDIA AEROSPACE CORPORATION,X45R,,X45R044O,3700 OSUNA ROAD NE,SUITE 711,,ALBUQUERQUE,NM,UNITED STATES,87109,,,"SCHMIDT, DENNIS CLARENCE",,,"TANGEN, ART",5053412930 EXT. 4119,art.tangen@sandia.aero,Limited,,Limited,,,,,,3/9/2026,
SANDY VALLEY AVIONICS LLC,5VVR,,5VVR720D,925 BEECH AVENUE,,,SANDY VALLEY,NV,UNITED STATES,89019,,,"KUHLEN, JOSEF GERARD",,kuhlenj@yahoo.com,,,,,,Limited,,,,Limited,,3/9/2026,
SANSAA  AIRCRAFT PARTS AND SERVICES CORP.,NVVR,,NVVR423L,2541 N.W. 74TH AVENUE,,,MIAMI,FL,UNITED STATES,33122,,,"SANTTI, MYRA",3055949464,msantti@sansaaair.com,"FLOYD, VIRGIL J.",3055949464,vfloyd@sansaaair.com,Limited,,,NonDestructiveTst,,,,,3/9/2026,
SARASOTA AVIONICS INC,1SER,DBA SARASOTA AVIONICS EAST,1SER284B,2633 LANTANA ROAD,HANGAR #1301,,LANTANA,FL,UNITED STATES,33462,9413606877,kirk@sarasotaavionics.com,"FRYAR, KIRK WAYNE",,,MONICA GUALANDRI,9413606877 EXT. 105,monica@sarasotaavionics.com,,Limited,Limited,,,,Limited,,3/9/2026,kirk@sarasotaavionics.com
,QV0D,DBA SARASOTA AVIONICS TAMPA,QV0D957X,845 SEVERN AVENUE,,,TAMPA,FL,UNITED STATES,33606,9413606877,kirk@sarasotaavionics.com,"FRYAR, KIRK",9413606877,kirk@sarasotaavionics.com,"GUALANDRI, MONICA",9413606877 EXT. 105,monica@sarasotaavionics.com,,Limited,Limited,,,,Limited,,3/9/2026,kirk@sarasotaavionics.com
